symbol,base_asset,quote_asset,contract_type,underlying_type,exchange_tags,sector_l3,sector_l3_kr,subcat_code,subcat_kr,asset_class,last_price,change_24h_pct,quote_volume_24h,liquidity_tier,volatility_grade,listing_age,onboard_date
USARUSDT,USAR,USDT,TRADIFI_PERPETUAL,EQUITY,TradFi,TRADFI,전통금융,TF-INDUSTRIAL,산업재 · 우주항공,주식,17.83,-3.985,3775036.5733,T4,MID,NEW,2026-05-06
WALUSDT,WAL,USDT,PERPETUAL,COIN,Storage,DEPIN,DePIN,스토리지,스토리지,암호화폐,0.02271,6.022,3751158.61296,T4,MID,MID,2025-03-27
CSOPSAMSUNG2LUSDT,CSOPSAMSUNG2L,USDT,TRADIFI_PERPETUAL,HK_EQUITY,TradFi,TRADFI,전통금융,TF-HK,홍콩 · 중국 주식,주식(중화권),9.78,1.981,3740452.7237,T4,LOW,NEW,2026-08-11
FFUSDT,FF,USDT,PERPETUAL,COIN,-,OTHER,기타/미분류,미분류,미분류,암호화폐,0.06483,0.95,3727069.77127,T4,LOW,NEW,2025-09-29
0GUSDT,0G,USDT,PERPETUAL,COIN,Layer-1,L1,레이어1,레이어1,레이어1,암호화폐,0.154,10.157,3714768.0415,T4,HIGH,NEW,2025-09-17
KITEUSDT,KITE,USDT,PERPETUAL,COIN,AI,AI,AI/에이전트,AI,AI,암호화폐,0.09635,4.603,3703757.062,T4,MID,NEW,2025-10-29
SNXUSDT,SNX,USDT,PERPETUAL,COIN,DeFi,DEFI,디파이,Derivatives,Derivatives,암호화폐,0.2049,7.165,3678748.03209,T4,HIGH,LEGACY,2020-08-14
XPINUSDT,XPIN,USDT,PERPETUAL,COIN,Alpha,ALPHA,알파(신규·소형),알파(신규·소형),알파(신규·소형),암호화폐,0.001092,0.092,3661495.057125,T4,LOW,NEW,2025-09-12
RPLUSDT,RPL,USDT,PERPETUAL,COIN,DeFi,LST,스테이킹/리스테이킹,Liquid-Staking,Liquid-Staking,암호화폐,1.548,13.407,3654905.5508,T4,HIGH,MID,2024-09-09
TLMUSDT,TLM,USDT,PERPETUAL,COIN,Metaverse,GAME,게임/메타버스/NFT,메타버스,메타버스,암호화폐,0.001388,5.072,3646016.69735,T4,MID,LEGACY,2023-03-29
ENSOUSDT,ENSO,USDT,PERPETUAL,COIN,Infrastructure,INFRA,인프라,인프라,인프라,암호화폐,0.8237,1.956,3628065.82452,T4,LOW,NEW,2025-10-14
BSPUSDT,BSP,USDT,TRADIFI_PERPETUAL,EQUITY,TradFi,TRADFI,전통금융,TF-EQ-OTHER,개별주 · 기타(확인필요),주식,40.32,2.413,3597672.3339,T4,LOW,NEW,2026-07-02
FHEUSDT,FHE,USDT,PERPETUAL,COIN,AI,AI,AI/에이전트,AI,AI,암호화폐,0.02544,0.832,3581580.63901,T4,LOW,MID,2025-04-12
SOONUSDT,SOON,USDT,PERPETUAL,COIN,Infrastructure,INFRA,인프라,인프라,인프라,암호화폐,0.2006,-0.1,3578554.9863,T4,LOW,MID,2025-05-23
MOVEUSDT,MOVE,USDT,PERPETUAL,COIN,Layer-1,L1,레이어1,Alt-L1,Alt-L1,암호화폐,0.006229,4.742,3578069.508108,T4,MID,MID,2024-12-09
1000SHIBUSDC,1000SHIB,USDC,PERPETUAL,COIN,USDC,MEME,밈코인,Meme,Meme,암호화폐,0.004845,8.414,3566351.803452,T4,HIGH,MID,2024-03-28
SKLUSDT,SKL,USDT,PERPETUAL,COIN,Layer-2,L2,레이어2/스케일링,Rollup,Rollup,암호화폐,0.003499,5.455,3527472.58957,T4,MID,LEGACY,2020-08-24
FWDIUSDT,FWDI,USDT,TRADIFI_PERPETUAL,EQUITY,TradFi,TRADFI,전통금융,TF-EQ-OTHER,개별주 · 기타(확인필요),주식,5.492,21.882,3489951.00152,T4,EXTREME,NEW,2026-07-09
FLOCKUSDT,FLOCK,USDT,PERPETUAL,COIN,AI,AI,AI/에이전트,AI,AI,암호화폐,0.0321,13.508,3466876.07218,T4,HIGH,NEW,2025-09-09
BULLAUSDT,BULLA,USDT,PERPETUAL,COIN,Alpha,ALPHA,알파(신규·소형),알파(신규·소형),알파(신규·소형),암호화폐,0.01918,6.532,3433408.209477,T4,MID,MID,2025-07-04
SUSHIUSDT,SUSHI,USDT,PERPETUAL,COIN,DeFi,DEFI,디파이,DEX,DEX,암호화폐,0.1764,9.091,3431683.387,T4,HIGH,LEGACY,2020-09-04
POPCATUSDT,POPCAT,USDT,PERPETUAL,COIN,Meme,MEME,밈코인,Meme,Meme,암호화폐,0.04474,8.777,3423964.64269,T4,HIGH,MID,2024-08-22
ASTSUSDT,ASTS,USDT,TRADIFI_PERPETUAL,EQUITY,TradFi,TRADFI,전통금융,TF-INDUSTRIAL,산업재 · 우주항공,주식,65.36,-1.03,3416776.9656,T4,LOW,NEW,2026-06-01
IOUSDT,IO,USDT,PERPETUAL,COIN,AI,AI,AI/에이전트,GPU-Compute,GPU-Compute,암호화폐,0.1249,8.514,3403125.3211,T4,HIGH,MID,2024-06-11
LUNA2USDT,LUNA2,USDT,PERPETUAL,COIN,Layer-1,L1,레이어1,레이어1,레이어1,암호화폐,0.04529,6.841,3396424.7428,T4,MID,LEGACY,2022-09-09
SAGAUSDT,SAGA,USDT,PERPETUAL,COIN,Layer-1,INTEROP,인터체인,Interchain,Interchain,암호화폐,0.01385,5.484,3390287.001626,T4,MID,MID,2024-04-09
XTZUSDT,XTZ,USDT,PERPETUAL,COIN,Layer-1,L1,레이어1,Alt-L1,Alt-L1,암호화폐,0.2166,8.246,3389114.48002,T4,HIGH,LEGACY,2020-02-06
STABLEUSDT,STABLE,USDT,PERPETUAL,COIN,Alpha,ALPHA,알파(신규·소형),알파(신규·소형),알파(신규·소형),암호화폐,0.02885,-0.859,3369656.007382,T4,LOW,NEW,2025-11-06
OPENUSDT,OPEN,USDT,PERPETUAL,COIN,AI,AI,AI/에이전트,AI-Infra,AI-Infra,암호화폐,0.1587,4.271,3347997.9038,T4,MID,NEW,2025-09-08
INITUSDT,INIT,USDT,PERPETUAL,COIN,Layer-1,L1,레이어1,레이어1,레이어1,암호화폐,0.05476,5.126,3340047.44791,T4,MID,MID,2025-04-16
HYPERUSDT,HYPER,USDT,PERPETUAL,COIN,DeFi,DEFI,디파이,디파이,디파이,암호화폐,0.06497,3.521,3321765.9994,T4,MID,MID,2025-04-22
龙虾USDT,龙虾,USDT,PERPETUAL,COIN,Chinese,OTHER,기타/미분류,중화권 테마,중화권 테마,암호화폐,0.021426,2.699,3320463.567389,T4,LOW,NEW,2026-03-11
ZEREBROUSDT,ZEREBRO,USDT,PERPETUAL,COIN,AI,AI,AI/에이전트,AI,AI,암호화폐,0.04343,5.132,3267794.920105,T4,MID,MID,2025-01-02
HYUNDAIUSDT,HYUNDAI,USDT,TRADIFI_PERPETUAL,KR_EQUITY,TradFi,TRADFI,전통금융,TF-KR,한국 주식 · ETF,주식(한국),293.63,-2.852,3267224.2807,T4,LOW,NEW,2026-06-02
4USDT,4,USDT,PERPETUAL,COIN,Alpha,ALPHA,알파(신규·소형),알파(신규·소형),알파(신규·소형),암호화폐,0.011384,4.941,3252417.908485,T4,MID,NEW,2025-10-08
WUSDT,W,USDT,PERPETUAL,COIN,Infrastructure,INTEROP,인터체인,Bridge,Bridge,암호화폐,0.008671,6.812,3245443.5144994,T4,MID,MID,2024-04-03
WLFIUSDC,WLFI,USDC,PERPETUAL,COIN,USDC,OTHER,기타/미분류,미분류,미분류,암호화폐,0.06151,1.99,3190360.08068,T4,LOW,NEW,2025-09-08
AIOTUSDT,AIOT,USDT,PERPETUAL,COIN,AI,AI,AI/에이전트,AI-Infra,AI-Infra,암호화폐,0.0378,2.885,3189423.65952,T4,LOW,MID,2025-04-30
BLUAIUSDT,BLUAI,USDT,PERPETUAL,COIN,Alpha,AI,AI/에이전트,AI-Infra,AI-Infra,암호화폐,0.012708,-2.606,3181019.955672,T4,LOW,NEW,2025-10-21
ACTUSDT,ACT,USDT,PERPETUAL,COIN,AI,MEME,밈코인,Meme,Meme,암호화폐,0.010714,5.008,3130762.2983,T4,MID,MID,2024-11-11
HK0700USDT,HK0700,USDT,TRADIFI_PERPETUAL,HK_EQUITY,TradFi,TRADFI,전통금융,TF-HK,홍콩 · 중국 주식,주식(중화권),452.29,0.989,3126043.3643,T4,LOW,NEW,2026-07-22
MIRAUSDT,MIRA,USDT,PERPETUAL,COIN,AI,AI,AI/에이전트,AI,AI,암호화폐,0.04014,6.078,3074732.63954,T4,MID,NEW,2025-09-26
LIGHTUSDT,LIGHT,USDT,PERPETUAL,COIN,Infrastructure,INFRA,인프라,인프라,인프라,암호화폐,0.1664,-8.269,3051374.3037,T4,HIGH,NEW,2025-09-27
SPKUSDT,SPK,USDT,PERPETUAL,COIN,DeFi,DEFI,디파이,디파이,디파이,암호화폐,0.01449,9.194,3030692.46631,T4,HIGH,MID,2025-06-17
LISTAUSDT,LISTA,USDT,PERPETUAL,COIN,DeFi,LST,스테이킹/리스테이킹,Liquid-Staking,Liquid-Staking,암호화폐,0.06849,9.883,3019218.20272,T4,HIGH,MID,2024-06-20
WMTUSDT,WMT,USDT,TRADIFI_PERPETUAL,EQUITY,TradFi,TRADFI,전통금융,TF-CONSUMER,소비재 · 리테일,주식,106.74,-7.624,2993890.904,T4,HIGH,NEW,2026-05-18
HMSTRUSDT,HMSTR,USDT,PERPETUAL,COIN,Gaming,GAME,게임/메타버스/NFT,Tap2Earn,Tap2Earn,암호화폐,0.0001797,3.514,2981256.8175839,T4,MID,MID,2024-09-26
MANTRAUSDT,MANTRA,USDT,PERPETUAL,COIN,RWA,RWA,실물자산/토큰증권,RWA-INFRA,RWA 인프라·발행체인,암호화폐,0.004999,8.863,2968343.118045,T4,HIGH,NEW,2026-03-04
FLNCUSDT,FLNC,USDT,TRADIFI_PERPETUAL,EQUITY,TradFi,TRADFI,전통금융,TF-ENERGY,에너지 · 전력 · 원자력,주식,11.74,-1.012,2956034.2795,T4,LOW,NEW,2026-05-18
ARXUSDT,ARX,USDT,PERPETUAL,COIN,-,OTHER,기타/미분류,미분류,미분류,암호화폐,0.1143,0.794,2928180.9628,T4,LOW,NEW,2026-06-23
SIRENUSDT,SIREN,USDT,PERPETUAL,COIN,Alpha,ALPHA,알파(신규·소형),알파(신규·소형),알파(신규·소형),암호화폐,0.02943,5.978,2914822.58638,T4,MID,MID,2025-03-22
OUSDT,O,USDT,PERPETUAL,COIN,-,OTHER,기타/미분류,미분류,미분류,암호화폐,0.4669,-2.952,2911146.0113,T4,LOW,NEW,2026-06-24
ETHFIUSDC,ETHFI,USDC,PERPETUAL,COIN,USDC,LST,스테이킹/리스테이킹,Restaking,Restaking,암호화폐,0.5378,10.795,2896053.29251,T4,HIGH,MID,2024-05-02
CRVUSDC,CRV,USDC,PERPETUAL,COIN,USDC,DEFI,디파이,DEX,DEX,암호화폐,0.2678,11.213,2889970.64834,T4,HIGH,MID,2024-07-04
EVAAUSDT,EVAA,USDT,PERPETUAL,COIN,DeFi,DEFI,디파이,디파이,디파이,암호화폐,0.7595,-0.026,2876702.65556,T4,LOW,NEW,2025-10-03
1MBABYDOGEUSDT,1MBABYDOGE,USDT,PERPETUAL,COIN,Meme,MEME,밈코인,Meme,Meme,암호화폐,0.0003577,10.64,2862964.9981297,T4,HIGH,MID,2024-09-16
SHAZUSDT,SHAZ,USDT,TRADIFI_PERPETUAL,EQUITY,TradFi,TRADFI,전통금융,TF-EQ-OTHER,개별주 · 기타(확인필요),주식,63.71,-8.053,2859360.8627,T4,HIGH,NEW,2026-07-21
COLLECTUSDT,COLLECT,USDT,PERPETUAL,COIN,Alpha,ALPHA,알파(신규·소형),알파(신규·소형),알파(신규·소형),암호화폐,0.06124,25.031,2854014.1283,T4,EXTREME,NEW,2025-12-31
CVXUSDT,CVX,USDT,PERPETUAL,COIN,DeFi,DEFI,디파이,Yield,Yield,암호화폐,1.657,9.735,2836939.1538,T4,HIGH,MID,2025-07-23
LPTUSDT,LPT,USDT,PERPETUAL,COIN,AI,DEPIN,DePIN,Video,Video,암호화폐,1.264,6.487,2828307.992,T4,MID,LEGACY,2021-11-10
OPGUSDT,OPG,USDT,PERPETUAL,COIN,Alpha,ALPHA,알파(신규·소형),알파(신규·소형),알파(신규·소형),암호화폐,0.0992,1.224,2821694.0921,T4,LOW,NEW,2026-04-22
DOGSUSDT,DOGS,USDT,PERPETUAL,COIN,Meme,GAME,게임/메타버스/NFT,Tap2Earn,Tap2Earn,암호화폐,3.835e-05,10.36,2821147.33462864,T4,HIGH,MID,2024-08-26
ORCAUSDT,ORCA,USDT,PERPETUAL,COIN,DeFi,DEFI,디파이,디파이,디파이,암호화폐,1.123,5.051,2795873.9087,T4,MID,MID,2024-12-06
COOKIEUSDT,COOKIE,USDT,PERPETUAL,COIN,AI,AI,AI/에이전트,AI-Agent,AI-Agent,암호화폐,0.011411,8.048,2786368.330685,T4,HIGH,MID,2025-01-07
BOTUSDT,BOT,USDT,TRADIFI_PERPETUAL,EQUITY,TradFi,TRADFI,전통금융,TF-EQ-OTHER,개별주 · 기타(확인필요),주식,27.7,-6.006,2749835.7487,T4,MID,NEW,2026-07-09
KUAISHOUUSDT,KUAISHOU,USDT,TRADIFI_PERPETUAL,HK_EQUITY,TradFi,TRADFI,전통금융,TF-HK,홍콩 · 중국 주식,주식(중화권),4.35,-10.861,2748326.3194,T4,HIGH,NEW,2026-08-11
KSTRUSDT,KSTR,USDT,TRADIFI_PERPETUAL,EQUITY,TradFi,TRADFI,전통금융,TF-EQ-OTHER,개별주 · 기타(확인필요),주식,23.77,-2.662,2722764.5015,T4,LOW,NEW,2026-07-02
ONTUSDT,ONT,USDT,PERPETUAL,COIN,PoW,L1,레이어1,작업증명,작업증명,암호화폐,0.04082,4.346,2719166.737913,T4,MID,LEGACY,2020-02-11
YFIUSDT,YFI,USDT,PERPETUAL,COIN,DeFi,DEFI,디파이,Yield,Yield,암호화폐,2119.0,6.376,2718407.4,T4,MID,LEGACY,2020-08-31
CRWDUSDT,CRWD,USDT,TRADIFI_PERPETUAL,EQUITY,TradFi,TRADFI,전통금융,TF-SOFTWARE,소프트웨어 · SaaS,주식,196.05,-7.654,2678532.0045,T4,HIGH,NEW,2026-06-08
ARKMUSDT,ARKM,USDT,PERPETUAL,COIN,Infrastructure,AI,AI/에이전트,AI-Data,AI-Data,암호화폐,0.0939,8.304,2668840.7701,T4,HIGH,LEGACY,2023-07-28
ALABUSDT,ALAB,USDT,TRADIFI_PERPETUAL,EQUITY,TradFi,TRADFI,전통금융,TF-SEMI,반도체 · AI하드웨어,주식,284.56,-6.637,2647440.3768,T4,MID,NEW,2026-06-22
KAIAUSDT,KAIA,USDT,PERPETUAL,COIN,DeFi,L1,레이어1,Alt-L1,Alt-L1,암호화폐,0.02576,13.831,2641315.09316,T4,HIGH,MID,2024-12-04
BIGTIMEUSDT,BIGTIME,USDT,PERPETUAL,COIN,Gaming,GAME,게임/메타버스/NFT,GameFi,GameFi,암호화폐,0.005553,6.645,2638482.168248,T4,MID,MID,2023-10-12
GMTUSDT,GMT,USDT,PERPETUAL,COIN,NFT,GAME,게임/메타버스/NFT,Move2Earn,Move2Earn,암호화폐,0.006438,8.42,2636070.0930734,T4,HIGH,LEGACY,2022-03-14
HIMSUSDT,HIMS,USDT,TRADIFI_PERPETUAL,EQUITY,TradFi,TRADFI,전통금융,TF-HEALTH,헬스케어 · 바이오,주식,30.26,11.005,2612235.133,T4,HIGH,NEW,2026-06-09
AIXBTUSDT,AIXBT,USDT,PERPETUAL,COIN,AI,AI,AI/에이전트,AI-Agent,AI-Agent,암호화폐,0.01934,11.534,2610415.81059,T4,HIGH,MID,2024-12-20
BUSDT,B,USDT,PERPETUAL,COIN,Meme,MEME,밈코인,밈코인,밈코인,암호화폐,0.1535,1.454,2599974.1166,T4,LOW,MID,2025-05-22
TIAUSDC,TIA,USDC,PERPETUAL,COIN,USDC,L2,레이어2/스케일링,DA,DA,암호화폐,0.3287,6.929,2591006.4047,T4,MID,MID,2024-04-25
KGENUSDT,KGEN,USDT,PERPETUAL,COIN,Alpha,ALPHA,알파(신규·소형),알파(신규·소형),알파(신규·소형),암호화폐,0.183,5.354,2576818.23618,T4,MID,NEW,2025-10-07
SUNUSDT,SUN,USDT,PERPETUAL,COIN,DeFi,DEFI,디파이,디파이,디파이,암호화폐,0.017174,1.881,2567535.592863,T4,LOW,MID,2024-08-22
GUNUSDT,GUN,USDT,PERPETUAL,COIN,Gaming,GAME,게임/메타버스/NFT,게임,게임,암호화폐,0.003097,3.648,2551965.540766,T4,MID,MID,2025-03-31
TRADOORUSDT,TRADOOR,USDT,PERPETUAL,COIN,Alpha,ALPHA,알파(신규·소형),알파(신규·소형),알파(신규·소형),암호화폐,0.6284,4.23,2542696.3867,T4,MID,NEW,2025-09-19
ALTUSDT,ALT,USDT,PERPETUAL,COIN,Infrastructure,L2,레이어2/스케일링,Rollup,Rollup,암호화폐,0.006199,5.551,2533895.169365,T4,MID,MID,2024-01-25
ENJUSDT,ENJ,USDT,PERPETUAL,COIN,Gaming,GAME,게임/메타버스/NFT,GameFi,GameFi,암호화폐,0.02538,8.0,2517403.27342,T4,HIGH,LEGACY,2020-09-29
MINAUSDT,MINA,USDT,PERPETUAL,COIN,Layer-1,L1,레이어1,레이어1,레이어1,암호화폐,0.04399,9.373,2514103.35513,T4,HIGH,LEGACY,2023-02-03
KMNOUSDT,KMNO,USDT,PERPETUAL,COIN,DeFi,DEFI,디파이,Lending,Lending,암호화폐,0.02038,8.404,2498178.53082,T4,HIGH,MID,2024-12-20
AEVOUSDT,AEVO,USDT,PERPETUAL,COIN,DeFi,DEFI,디파이,Perp-DEX,Perp-DEX,암호화폐,0.02192,6.667,2496098.284641,T4,MID,MID,2024-03-13
CRDOUSDT,CRDO,USDT,TRADIFI_PERPETUAL,EQUITY,TradFi,TRADFI,전통금융,TF-SEMI,반도체 · AI하드웨어,주식,231.13,-8.154,2482007.6897,T4,HIGH,NEW,2026-06-08
SWARMSUSDT,SWARMS,USDT,PERPETUAL,COIN,AI,AI,AI/에이전트,AI-Agent,AI-Agent,암호화폐,0.00899,11.345,2474904.051573,T4,HIGH,MID,2025-01-07
RAREUSDT,RARE,USDT,PERPETUAL,COIN,NFT,GAME,게임/메타버스/NFT,NFT,NFT,암호화폐,0.01218,1.839,2460208.08109,T4,LOW,MID,2024-08-15
DIAUSDT,DIA,USDT,PERPETUAL,COIN,Infrastructure,INFRA,인프라,인프라,인프라,암호화폐,0.1336,5.031,2459844.1702,T4,MID,MID,2024-10-02
MYXUSDT,MYX,USDT,PERPETUAL,COIN,DeFi,DEFI,디파이,디파이,디파이,암호화폐,0.07434,5.687,2456118.17259,T4,MID,MID,2025-06-18
1000BONKUSDC,1000BONK,USDC,PERPETUAL,COIN,USDC,MEME,밈코인,Meme,Meme,암호화폐,0.002617,12.753,2449012.026799,T4,HIGH,MID,2024-05-02
AIGENSYNUSDT,AIGENSYN,USDT,PERPETUAL,COIN,AI,AI,AI/에이전트,AI-Infra,AI-Infra,암호화폐,0.02062,2.997,2448385.65681,T4,LOW,NEW,2026-04-29
QNTXUSDT,QNTX,USDT,TRADIFI_PERPETUAL,EQUITY,TradFi,TRADFI,전통금융,TF-EQ-OTHER,개별주 · 기타(확인필요),주식,55.99,-6.59,2445892.6115,T4,MID,NEW,2026-05-29
BARDUSDT,BARD,USDT,PERPETUAL,COIN,DeFi,DEFI,디파이,디파이,디파이,암호화폐,0.1083,5.865,2439119.288,T4,MID,NEW,2025-09-18
NEOUSDT,NEO,USDT,PERPETUAL,COIN,Layer-1,L1,레이어1,Alt-L1,Alt-L1,암호화폐,1.828,5.971,2438895.059,T4,MID,LEGACY,2020-02-17
APPUSDT,APP,USDT,TRADIFI_PERPETUAL,EQUITY,TradFi,TRADFI,전통금융,TF-SOFTWARE,소프트웨어 · SaaS,주식,310.65,0.847,2428968.6853,T4,LOW,NEW,2026-07-10
ROSEUSDT,ROSE,USDT,PERPETUAL,COIN,Layer-1,PRIVACY,프라이버시,Privacy,Privacy,암호화폐,0.005668,6.802,2425255.986009,T4,MID,LEGACY,2021-12-31
WIFUSDC,WIF,USDC,PERPETUAL,COIN,USDC,MEME,밈코인,Meme,Meme,암호화폐,0.1556,13.494,2399910.1409,T4,HIGH,MID,2024-04-04
IDUSDT,ID,USDT,PERPETUAL,COIN,Infrastructure,INFRA,인프라,Identity,Identity,암호화폐,0.02951,7.583,2394525.89647,T4,HIGH,LEGACY,2023-03-23
NOTUSDT,NOT,USDT,PERPETUAL,COIN,Gaming,GAME,게임/메타버스/NFT,Tap2Earn,Tap2Earn,암호화폐,0.0004066,6.916,2388460.0669842,T4,MID,MID,2024-05-16
STOUSDT,STO,USDT,PERPETUAL,COIN,DeFi,DEFI,디파이,디파이,디파이,암호화폐,0.04057,4.159,2380331.33435,T4,MID,MID,2025-04-12
SENTUSDT,SENT,USDT,PERPETUAL,COIN,AI,AI,AI/에이전트,AI,AI,암호화폐,0.01235,5.286,2349296.69938,T4,MID,NEW,2025-11-14
NOMUSDT,NOM,USDT,PERPETUAL,COIN,DeFi,DEFI,디파이,디파이,디파이,암호화폐,0.001703,3.212,2301785.458813,T4,MID,NEW,2025-10-01
EGLDUSDT,EGLD,USDT,PERPETUAL,COIN,Layer-1,L1,레이어1,Alt-L1,Alt-L1,암호화폐,2.903,4.839,2294443.395,T4,MID,LEGACY,2020-09-14
VELODROMEUSDT,VELODROME,USDT,PERPETUAL,COIN,DeFi,DEFI,디파이,디파이,디파이,암호화폐,0.01963,17.264,2286257.10672,T4,EXTREME,MID,2024-12-13
SOLVUSDT,SOLV,USDT,PERPETUAL,COIN,DeFi,LST,스테이킹/리스테이킹,BTC-Staking,BTC-Staking,암호화폐,0.002446,5.431,2284375.470836,T4,MID,MID,2025-01-17
STRCUSDT,STRC,USDT,TRADIFI_PERPETUAL,EQUITY,TradFi,TRADFI,전통금융,TF-EQ-OTHER,개별주 · 기타(확인필요),주식,95.97,1.825,2280054.1429,T4,LOW,NEW,2026-07-02
ZESTUSDT,ZEST,USDT,PERPETUAL,COIN,-,OTHER,기타/미분류,미분류,미분류,암호화폐,0.14516,3.405,2278249.29294,T4,MID,NEW,2026-06-04
BBXUSDT,BBX,USDT,TRADIFI_PERPETUAL,EQUITY,TradFi,TRADFI,전통금융,TF-EQ-OTHER,개별주 · 기타(확인필요),주식,8.27,-2.361,2274605.2362,T4,LOW,NEW,2026-06-01
STGUSDT,STG,USDT,PERPETUAL,COIN,DeFi,INFRA,인프라,Bridge,Bridge,암호화폐,0.1496,2.747,2263679.7034,T4,LOW,LEGACY,2022-08-24
CYBERUSDT,CYBER,USDT,PERPETUAL,COIN,Infrastructure,L2,레이어2/스케일링,Rollup,Rollup,암호화폐,0.3078,5.628,2252217.40087,T4,MID,MID,2023-08-21
SSVUSDT,SSV,USDT,PERPETUAL,COIN,Infrastructure,INFRA,인프라,Staking-Infra,Staking-Infra,암호화폐,2.363,7.9,2242637.94283,T4,HIGH,LEGACY,2023-02-23
GUSDT,G,USDT,PERPETUAL,COIN,Infrastructure,INFRA,인프라,인프라,인프라,암호화폐,0.004057,2.813,2240730.044109,T4,LOW,MID,2024-08-15
TAKEUSDT,TAKE,USDT,PERPETUAL,COIN,Gaming,GAME,게임/메타버스/NFT,게임,게임,암호화폐,0.0532,6.061,2225700.12472,T4,MID,NEW,2025-09-03
HBARUSDC,HBAR,USDC,PERPETUAL,COIN,USDC,L1,레이어1,Enterprise-L1,Enterprise-L1,암호화폐,0.07257,7.035,2222447.92353,T4,HIGH,MID,2025-03-07
LINEAUSDT,LINEA,USDT,PERPETUAL,COIN,Layer-2,L2,레이어2/스케일링,레이어2,레이어2,암호화폐,0.002251,7.038,2217669.479909,T4,HIGH,NEW,2025-09-01
UAIUSDT,UAI,USDT,PERPETUAL,COIN,Alpha,AI,AI/에이전트,AI-Infra,AI-Infra,암호화폐,0.2663,-0.15,2215096.554,T4,LOW,NEW,2025-11-06
INXUSDT,INX,USDT,PERPETUAL,COIN,Alpha,ALPHA,알파(신규·소형),알파(신규·소형),알파(신규·소형),암호화폐,0.008263,2.038,2191648.972443,T4,LOW,NEW,2026-01-30
TOSHIUSDT,TOSHI,USDT,PERPETUAL,COIN,Meme,MEME,밈코인,밈코인,밈코인,암호화폐,0.0001091,10.761,2187669.6024931,T4,HIGH,NEW,2025-09-17
SXTUSDT,SXT,USDT,PERPETUAL,COIN,AI,AI,AI/에이전트,AI,AI,암호화폐,0.007771,7.901,2174844.39416,T4,HIGH,MID,2025-05-02
KATUSDT,KAT,USDT,PERPETUAL,COIN,Infrastructure,INFRA,인프라,인프라,인프라,암호화폐,0.004484,5.805,2169430.974102,T4,MID,NEW,2026-03-02
YGGUSDT,YGG,USDT,PERPETUAL,COIN,Gaming,GAME,게임/메타버스/NFT,GameFi,GameFi,암호화폐,0.02049,4.381,2166515.50878,T4,MID,LEGACY,2023-08-05
BATUSDT,BAT,USDT,PERPETUAL,COIN,Infrastructure,INFRA,인프라,인프라,인프라,암호화폐,0.06314,6.926,2153616.37591,T4,MID,LEGACY,2020-02-13
FIDAUSDT,FIDA,USDT,PERPETUAL,COIN,Infrastructure,INFRA,인프라,인프라,인프라,암호화폐,0.01834,7.44,2139351.62339,T4,HIGH,MID,2024-09-19
ACHUSDT,ACH,USDT,PERPETUAL,COIN,Payment,PAY,결제,Payments,Payments,암호화폐,0.004449,5.979,2100596.500318,T4,MID,LEGACY,2023-02-21
TAGUSDT,TAG,USDT,PERPETUAL,COIN,AI,AI,AI/에이전트,AI,AI,암호화폐,0.000931,1.196,2094552.569702,T4,LOW,MID,2025-07-25
THEUSDT,THE,USDT,PERPETUAL,COIN,DeFi,DEFI,디파이,디파이,디파이,암호화폐,0.06386,4.176,2090190.164496,T4,MID,MID,2024-11-27
DOLOUSDT,DOLO,USDT,PERPETUAL,COIN,DeFi,DEFI,디파이,디파이,디파이,암호화폐,0.02357,4.663,2088251.84342,T4,MID,MID,2025-05-01
API3USDT,API3,USDT,PERPETUAL,COIN,Infrastructure,INFRA,인프라,Oracle,Oracle,암호화폐,0.2055,6.202,2070266.1904,T4,MID,LEGACY,2022-02-21
LUMIAUSDT,LUMIA,USDT,PERPETUAL,COIN,DeFi,DEFI,디파이,디파이,디파이,암호화폐,0.08536,2.24,2069863.857404,T4,LOW,MID,2024-12-18
BANANAS31USDT,BANANAS31,USDT,PERPETUAL,COIN,Meme,MEME,밈코인,밈코인,밈코인,암호화폐,0.008987,8.604,2056415.691158,T4,HIGH,MID,2025-03-22
ETHWUSDT,ETHW,USDT,PERPETUAL,COIN,PoW,L1,레이어1,작업증명,작업증명,암호화폐,0.2638,10.469,2054930.4849,T4,HIGH,MID,2023-11-28
CHILLGUYUSDT,CHILLGUY,USDT,PERPETUAL,COIN,Meme,MEME,밈코인,Meme,Meme,암호화폐,0.012113,12.648,2053037.516692,T4,HIGH,MID,2024-11-27
GOATUSDT,GOAT,USDT,PERPETUAL,COIN,AI,MEME,밈코인,Meme,Meme,암호화폐,0.01439,13.218,2025690.82407,T4,HIGH,MID,2024-10-24
AKTUSDT,AKT,USDT,PERPETUAL,COIN,AI,AI,AI/에이전트,GPU-Compute,GPU-Compute,암호화폐,0.5131,7.03,2022671.5402,T4,HIGH,MID,2024-11-18
AZTECUSDT,AZTEC,USDT,PERPETUAL,COIN,Layer-2,L2,레이어2/스케일링,레이어2,레이어2,암호화폐,0.01352,10.82,2005625.12696,T4,HIGH,NEW,2026-02-11
METISUSDT,METIS,USDT,PERPETUAL,COIN,Layer-2,L2,레이어2/스케일링,Rollup,Rollup,암호화폐,2.474,6.317,1998642.8045,T4,MID,MID,2024-03-12
